default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
0,4500,A,0,0,40000,26
0,8000,C,6,0,65500,21
1,5000,D,2,0,40800,25
1,7200,B,0,0,50000,24
1,18500,A,1,0,112000,31
0,3000,C,4,0,75000,24
0,12000,B,22,0,55000,25
1,8325,B,5,1,48000,21
0,5000,A,14,2,39520,36
0,2000,A,1,0,61000,26
0,1000,B,7,1,36000,21
0,4000,A,9,1,38000,22
1,12800,C,16,0,36000,30
0,1000,C,0,0,35100,22
1,4000,B,2,1,48000,28
0,4000,B,3,2,44000,47
1,10325,D,11,0,70000,23
0,12000,B,3,0,48996,27
0,16000,E,25,1,72000,28
1,3000,A,2,1,22800,23
0,10000,C,2,1,94500,27
0,10000,A,5,0,60000,29
0,20000,B,1,0,35364,24
1,2150,C,14,1,11029,28
0,9000,C,7,0,87000,25
0,15000,A,10,0,33000,28
0,3000,A,1,0,43000,23
0,4800,B,7,0,50000,23
0,10000,D,13,0,48000,23
0,15000,D,5,2,50000,24
0,7500,B,0,0,40000,24
0,2000,B,3,0,48000,25
0,12000,A,5,1,80000,25
0,30000,D,7,0,90000,36
1,1800,B,1,0,18000,22
0,11300,D,5,0,56472,35
0,23000,B,27,2,160000,28
1,7000,C,3,0,58000,23
0,9000,B,5,1,80000,28
1,5000,F,1,1,45000,22
1,10625,C,8,2,25000,37
0,1500,B,6,2,34056,21
0,5000,A,4,0,15600,32
0,7000,C,2,1,72500,29
1,25000,D,11,1,84132,29
0,4500,A,5,0,24000,26
0,12000,C,18,1,80000,24
1,5000,C,4,0,150000,24
0,12000,B,2,0,83000,48
1,7750,B,2,1,36000,22
0,7500,D,15,1,105000,43
1,12000,B,1,1,27000,22
0,12000,B,2,0,60000,23
0,15000,A,3,0,65000,23
0,6500,A,3,0,24000,36
1,21600,E,6,0,92001,33
1,25000,E,14,1,110000,25
0,10000,A,2,1,62000,23
1,7750,A,1,1,21424,29
0,9250,A,10,1,57000,23
0,12500,D,5,2,75000,23
1,16750,G,0,0,60000,24
0,5000,A,1,0,52000,22
1,12625,A,1,1,55000,29
0,1000,C,0,0,11760,22
0,9500,B,3,0,72000,29
1,3000,C,3,0,66000,25
0,1500,B,5,0,36000,24
0,15000,A,2,1,127500,22
0,5000,A,5,1,38000,35
1,14500,B,3,0,55500,24
1,1450,B,24,1,35000,24
0,15000,B,2,1,57996,41
0,20000,E,6,0,135000,34
0,5600,B,6,0,43860,26
0,2000,A,0,0,14000,21
0,10000,A,9,1,35360,25
0,17000,C,0,0,65000,26
1,4000,C,1,1,74551.92,26
1,5350,C,3,1,36000,27
0,3500,C,7,0,56000,23
0,10000,D,21,1,53000,31
0,18000,D,0,1,102000,21
1,2000,D,3,0,43200,24
0,14000,A,0,1,85000,25
0,12000,A,7,1,55000,31
1,5400,B,3,1,50000,23
0,4800,B,12,0,69000,23
1,16750,G,16,0,94000,28
0,2500,B,0,1,50000,22
0,15350,A,14,1,80000,32
1,15000,B,23,0,48000,22
1,12000,D,0,1,45000,31
0,7500,A,0,1,52000,28
1,5000,B,0,0,37000,32
0,10000,C,1,1,58200,22
0,16800,B,8,0,125000,24
1,15000,B,7,1,106000,25
0,8000,B,6,0,68120,27
1,2400,C,0,0,26400,22
0,2350,C,6,0,44400,25
0,14650,C,0,0,60000,26
0,5000,A,0,1,95000,28
0,10000,B,3,0,67500,35
0,7000,B,0,2,60000,28
1,15000,B,1,1,26000,33
0,8000,C,12,0,71000,26
1,10000,A,0,0,30000,31
1,6000,D,18,1,40000,30
0,10000,A,1,1,60000,29
1,10000,E,13,0,31504.27,40
1,8000,B,0,0,30000,26
0,3500,D,2,0,21600,22
0,7800,B,6,0,40320,29
1,4500,B,3,1,38000,27
0,18825,A,5,0,42000,34
0,12000,A,2,1,96000,23
1,5000,A,7,0,27096,25
0,10400,D,3,0,60000,23
1,12000,B,27,1,57000,24
0,5000,B,4,1,70000,28
0,15000,C,0,0,60000,33
1,16000,B,12,0,36000,27
0,5000,C,9,1,62000,30
0,5700,B,4,1,61200,27
0,6500,A,3,1,97192,30
0,4000,B,4,0,12000,21
1,10000,B,12,1,43000,24
1,2875,B,4,2,40800,37
0,20000,A,44,2,153936,42
0,6000,C,7,1,84996,32
0,9000,D,0,0,65000,23
0,2950,B,2,2,30000,31
1,4000,B,3,0,15000,22
1,11000,C,2,0,30720,25
1,25000,D,3,1,91200,33
1,6000,D,5,0,30000,32
1,10750,B,2,1,53000,25
1,5000,B,4,0,30000,31
1,9975,B,8,0,60000,22
0,12200,B,4,2,28000,25
1,10800,D,3,0,54000,27
1,12000,D,1,1,45000,24
0,24000,A,0,0,150000,23
0,16000,A,6,0,65000,22
0,8825,D,14,1,80000,25
0,8000,A,2,0,77000,24
0,4800,D,13,2,30000,37
0,13000,C,10,0,43000,22
1,5000,C,1,2,16800,28
0,5000,A,3,1,77000,29
0,1500,B,3,1,38000,25
1,7000,A,14,0,55000,24
0,12000,B,1,1,90000,23
1,14400,B,0,1,75000,26
1,16000,B,1,0,58500,22
0,17200,A,4,1,50000,26
0,14400,A,9,1,90000,31
0,3500,A,9,1,31200,22
1,8000,B,3,0,45000,23
0,13250,B,4,1,60000,32
1,5600,B,5,0,42000,33
1,10000,B,4,0,51000,26
1,18000,B,6,0,52610,22
1,7000,E,2,2,75996,26
1,7650,B,5,0,57000,23
0,3000,A,5,0,40000,30
1,7200,B,2,0,55700,25
0,15000,B,5,0,40277,32
0,20800,B,18,2,145000,23
1,6000,B,18,1,61000,24
0,3000,A,4,2,113500,34
0,17325,B,1,1,114000,23
1,6250,C,5,1,86000,36
0,2500,C,,1,45600,28
0,3600,B,3,0,20000,24
1,5000,A,9,1,92000,30
1,15000,B,3,0,35976,23
0,10000,A,4,0,45000,22
0,10675,A,6,1,75600,22
0,3500,A,14,1,63000,26
0,8000,B,8,0,88000,44
0,6000,B,4,0,54996,22
0,6400,D,2,0,31836,29
0,2325,A,4,1,50000,37
1,15000,C,25,0,32000,21
0,15000,C,5,0,30000,26
0,16000,B,10,1,53000,25
1,8000,C,5,1,66000,25
1,8000,D,5,0,61000,22
1,12000,B,17,1,54600,22
0,3000,B,1,2,28000,34
0,12000,A,4,1,113000,23
1,6000,B,8,0,18000,24
0,18000,A,3,1,95000,24
0,2000,D,0,0,15915,24
0,7000,A,2,0,33000,23
1,8000,A,2,0,113300,38
1,2100,B,2,0,105000,24
1,13200,F,1,1,125000,28
0,3600,A,3,0,36000,22
0,14000,A,5,0,110004,24
0,10000,B,5,1,38000,22
0,8000,A,3,0,42000,25
0,5000,D,2,0,66000,27
0,10950,A,11,1,65000,26
0,7000,A,2,0,35000,25
0,3000,A,4,2,48000,24
1,10000,C,0,0,30000,23
0,12000,A,3,0,42000,26
0,6275,A,0,2,135000,33
1,4900,C,10,0,44000,33
1,5000,G,4,0,50000,32
0,10000,E,2,1,82000,25
0,9600,A,4,2,26400,24
1,16000,C,2,0,55000,25
0,20000,C,2,0,65500,23
0,5500,A,1,1,32400,22
0,20000,B,5,1,56533,24
0,20000,E,9,2,127000,25
0,15000,B,15,1,156000,24
1,6800,F,2,0,36500,24
0,16000,B,12,0,93000,26
0,7750,A,26,1,90000,25
0,4000,B,3,0,10636,61
0,8000,D,4,1,37700,23
0,20000,A,2,1,180000,29
1,4925,B,0,1,120000,30
0,6000,B,11,2,36000,23
1,10000,D,4,0,50004,27
1,5000,C,2,0,65000,28
0,12000,B,8,1,67992,24
1,5000,D,1,0,36000,24
0,6000,B,0,1,19404,39
0,1775,A,3,1,55000,33
0,8875,A,18,1,58000,31
0,10000,B,8,1,98000,27
1,5000,D,0,0,46000,26
0,6200,B,18,1,24000,36
0,4000,C,9,0,43200,27
0,24500,B,10,2,150000,41
0,5000,E,13,2,73000,26
1,4000,C,2,2,18000,22
0,7000,A,4,1,100000,28
1,5600,A,0,0,137004,41
1,5600,C,0,0,85000,45
0,15000,A,0,1,100000,31
0,8000,B,3,0,71000,35
0,5200,C,4,1,35000,35
1,12000,A,15,1,80000,25
1,4000,B,9,0,42000,23
0,10000,A,0,1,93000,32
1,15000,A,0,1,54000,26
0,11500,B,2,2,145000,24
0,6000,A,11,1,100000,25
0,5000,B,2,0,25000,27
0,4000,A,7,0,48000,30
0,6000,D,2,0,26400,35
0,10000,A,4,2,36996,23
1,3600,A,1,0,24000,24
0,6600,C,5,0,39000,31
1,14500,E,0,0,30600,25
1,9950,C,18,0,25404,32
0,6500,B,1,1,110000,25
1,8275,C,4,1,109000,27
0,4000,A,0,0,55000,26
1,16000,C,19,0,58000,25
0,1600,C,9,1,72000,37
1,4800,C,2,0,48000,24
0,17500,B,1,0,48500,27
0,2000,B,2,1,55200,23
0,6000,B,4,0,54996,22
1,9800,D,40,1,74500,23
1,2700,B,15,0,24000,23
0,5000,A,2,0,59600,28
0,17000,C,3,0,80000,28
0,4000,B,1,0,36000,28
0,4000,B,11,1,55000,29
1,3000,C,0,2,62500,31
1,13750,C,1,0,36000,32
0,19000,B,1,1,69000,23
1,25000,D,16,1,200000,25
1,7000,B,5,2,24000,23
0,8000,D,8,1,80000,23
0,12000,B,5,0,123000,33
0,8000,B,6,1,126000,30
0,7000,B,3,0,35000,29
0,3000,B,1,0,54996,35
0,16000,D,6,0,80000,32
1,10000,C,4,0,47500,28
0,1825,C,11,1,98000,29
1,2500,A,1,0,32004,42
1,16500,D,26,1,64000,23
1,5000,B,0,1,30000,22
1,1600,B,1,0,18000,33
0,15000,B,0,1,65000,25
1,10000,B,5,0,24000,37
0,25000,B,5,0,85000,24
0,20000,B,0,0,60000,24
0,25000,B,33,0,120000,24
0,4000,A,2,0,21600,41
0,10000,C,12,1,32400,25
0,12000,D,2,0,60000,28
1,9000,B,8,0,75000,23
0,6000,C,53,1,102000,23
1,4000,B,6,1,42000,22
0,18000,A,5,1,120000,22
0,10000,C,1,1,150000,29
0,5000,B,27,1,86000,26
0,1200,B,0,1,43500,27
0,5600,A,21,0,56000,24
0,9000,C,3,0,36000,22
1,5000,C,1,0,43200,39
1,6000,D,0,1,38652,20
1,2125,F,0,1,96000,25
0,5000,C,9,1,95000,28
0,5500,A,2,0,50000,36
0,9000,A,7,0,42000,23
1,7000,A,9,0,43200,22
0,5000,B,2,1,130000,27
0,4750,D,4,0,21000,22
0,10000,A,5,1,120000,25
0,20000,E,11,1,109500,26
1,20000,F,0,0,62000,28
1,3000,A,2,1,48000,37
0,6500,E,2,1,57996,26
1,12000,A,7,0,80000,30
0,10825,B,10,2,44630.28,27
0,13000,A,21,1,54000,24
0,6000,C,2,1,57000,28
0,4000,B,6,1,36000,27
0,7000,A,18,1,26000,24
1,16000,C,0,0,80000,29
1,10000,B,3,0,100000,28
1,3250,A,0,0,45000,24
0,6000,A,11,1,114000,40
1,1750,A,0,0,9600,21
0,7200,A,0,0,38000,23
0,4800,A,6,1,35000,38
0,7000,E,2,0,56000,25
1,15000,C,9,0,40988.76,26
0,15500,B,2,1,168000,31
0,8000,D,2,0,37000,36
0,7000,A,6,0,48000,23
0,5000,B,7,0,68000,22
0,15000,B,0,0,45000,23
0,6000,D,0,1,61200,24
1,15000,D,21,1,88800,25
1,10750,D,0,0,24000,24
0,17500,B,6,0,44000,25
1,8500,B,3,1,62400,33
1,12000,C,1,1,60000,25
1,20000,C,4,1,700000,44
1,15000,B,7,1,65000,29
0,1200,B,9,0,29000,36
1,15000,A,3,1,50400,32
0,32000,A,2,0,120000,25
0,6000,A,16,1,77000,20
0,6000,C,5,0,29000,24
1,13000,C,19,0,36288,29
0,6000,B,2,1,42000,36
0,6000,B,1,0,70000,34
0,6000,A,0,0,33500,33
0,14000,B,2,2,36000,22
1,8000,B,8,1,50000,26
0,8000,A,1,1,122000,27
0,10000,B,1,0,32400,40
0,1800,A,9,1,60000,25
0,15000,A,4,1,84000,25
0,1325,C,5,0,51500,25
1,15000,B,3,0,44400,25
0,10000,A,3,0,30000,23
0,5000,A,1,0,30000,28
0,8000,A,6,1,49716,25
0,12000,A,5,1,60000,38
0,13500,A,0,0,57000,24
0,6000,D,0,0,21600,27
1,9600,D,3,0,42000,22
0,7000,B,4,2,81000,38
0,3000,D,4,0,57996,65
1,3600,D,10,0,80000,36
1,16000,F,2,0,64575,24
1,5000,D,9,0,47496,50
1,25000,B,0,1,52000,31
0,5000,B,2,0,67596,23
1,1325,C,2,0,26000,24
0,10000,A,0,1,200000,30
1,25000,E,1,0,48360,25
1,8000,F,3,0,38698,23
0,7000,C,1,1,48000,29
0,3500,A,14,1,63000,26
1,12000,A,2,0,36000,28
0,10500,A,15,1,57600,24
1,7000,C,6,0,55900,28
1,3000,D,4,0,42000,27
0,12000,B,5,1,99996,25
0,12000,A,5,0,26000,24
0,16000,B,1,1,40800,23
1,6000,B,12,1,70000,27
0,5500,B,6,1,67440,22
0,18000,B,3,0,67800,33
1,7000,C,3,0,35654,22
0,11200,A,6,0,61200,22
1,9600,A,6,0,43200,25
0,13800,C,4,0,67300,42
0,7000,C,4,1,55000,34
1,1000,D,3,0,14400,29
0,7200,A,12,1,57996,23
0,3000,A,3,1,60096,29
0,12000,A,10,2,65000,24
0,20000,B,1,0,75000,41
0,12000,A,3,1,54000,32
0,1300,A,3,0,51000,27
1,15000,B,17,0,66000,23
0,14400,D,0,0,60000,22
1,13000,A,3,1,78000,27
0,2400,A,9,0,22790,23
1,11600,D,21,1,133228,24
1,11000,E,14,0,70000,33
1,13750,B,9,1,65000,23
1,7500,D,2,0,80004,25
0,4500,B,15,1,64800,25
0,7200,B,8,2,35000,26
0,6000,A,1,0,68496,25
0,7000,C,17,0,72000,23
0,10000,B,10,0,75000,24
1,20000,B,1,0,85000,29
0,12000,D,4,0,65000,29
0,7500,A,2,1,48000,33
0,8000,D,0,1,70000,26
0,8000,C,2,0,50000,22
0,8000,A,24,1,57200,21
0,15000,C,6,1,66888,30
1,15000,C,3,0,70000,29
0,21600,A,2,1,70000,48
1,10000,B,0,0,40000,29
0,22750,B,8,1,35000,30
0,8800,B,3,0,42000,28
1,2500,E,4,0,32108,29
0,6000,B,4,0,29000,22
1,2000,B,1,2,18000,22
1,3250,A,4,2,36000,22
0,7500,D,5,0,30000,27
1,20000,E,13,1,82000,34
1,3000,B,8,1,58704,26
0,3000,C,0,1,99996,27
1,5000,C,4,2,36000,24
1,8000,B,4,0,47000,21
0,2800,B,9,1,60000,22
1,25500,D,2,1,75000,35
1,16000,C,2,1,124800,21
0,6000,B,3,0,51500,26
0,12000,B,5,2,39000,34
0,6000,B,0,0,65000,27
0,8500,A,4,1,83000,21
0,7800,B,0,0,85757,26
1,20000,D,1,0,65004,25
0,12000,A,6,0,48672,23
1,3000,B,2,1,39192,26
0,2100,B,0,0,45000,23
1,10000,C,0,1,132000,27
1,13000,B,5,0,45000,24
1,10625,C,0,1,51000,24
0,13000,B,2,2,24996,22
0,10300,D,7,1,100000,24
1,7750,B,5,1,60000,23
0,10000,B,16,1,70000,36
0,15000,A,4,0,50000,28
0,2500,A,18,0,69000,27
0,10750,D,6,0,37000,69
1,1600,D,7,0,57000,21
0,7500,B,3,0,125000,25
0,13225,B,1,0,88000,31
1,24000,A,17,1,116400,32
0,9000,C,2,0,77496,24
0,4200,A,0,0,30000,42
0,15000,A,9,1,90000,31
1,6925,B,0,0,78000,22
0,4200,A,0,1,38400,21
0,5300,A,3,0,65000,22
1,14000,C,1,0,54000,22
0,15000,D,6,1,119000,26
0,8700,C,6,1,102000,33
0,6400,A,3,1,34500,21
0,10000,B,2,0,40000,21
1,7200,B,6,1,26453,25
1,5000,B,0,1,50960,31
0,16525,C,9,0,70000,26
0,7200,B,18,1,40000,35
1,6000,B,2,0,32000,25
1,5000,D,4,0,59000,26
0,17000,D,3,0,92000,31
1,10000,D,6,1,48200,27
1,9700,C,1,0,28000,21
0,10800,B,19,0,68000,25
0,3000,A,18,1,65000,27
0,9000,A,2,1,75000,29
1,7200,B,0,0,30000,31
0,25000,B,17,2,125000,25
1,14000,C,5,2,45500,23
0,12000,A,6,0,70000,26
0,25000,B,5,0,49464.2,22
0,1500,A,9,0,35000,24
0,25000,B,1,1,70000,26
0,10750,C,2,0,33600,23
1,5000,A,0,0,24996,35
1,5500,B,6,0,52000,28
1,6000,D,0,1,60000,22
0,1000,B,0,0,27600,36
0,12000,A,23,1,66912,26
0,6000,A,0,2,37000,23
0,12000,B,1,1,93450,26
1,19000,E,17,0,53500,26
0,12000,C,0,0,60000,26
1,2000,B,1,2,45000,43
1,15000,C,1,0,350000,34
1,15000,B,2,0,100000,24
1,25000,E,12,1,62400,22
1,1000,B,0,0,24000,21
1,6000,B,6,0,47000,25
0,2200,C,0,1,53000,36
1,8500,A,0,0,23000,27
0,6000,C,2,1,62000,22
1,1500,A,3,0,40000,24
0,3000,C,34,1,32904,31
0,10000,A,25,0,43337,33
0,1200,D,2,0,45000,23
1,20000,B,12,2,54000,21
1,5000,F,0,2,30288.24,22
0,3000,B,9,0,56400,27
0,15000,B,4,1,80004,26
1,15000,D,4,0,45000,25
1,10400,C,10,0,38004,32
1,5000,D,4,0,50400,23
0,16500,A,40,2,32968,22
0,12000,A,9,1,58608,22
1,4000,B,17,0,69000,22
0,2200,B,1,0,46080,22
1,16300,D,12,1,62664,28
0,3000,E,2,0,45000,29
0,10000,B,1,0,42000,22
0,6000,B,1,1,57600,22
1,3000,B,0,0,36000,31
1,4000,B,3,1,40000,23
1,2500,B,16,1,69508,24
0,2000,D,5,1,72000,32
0,14125,C,8,0,31897,27
0,5000,C,12,1,69000,26
0,4800,C,4,0,42000,22
1,5600,D,2,0,66500,24
1,1200,C,5,2,60000,25
0,2000,B,7,0,30225,28
0,15000,E,19,0,38000,25
0,3000,A,4,2,77250,38
0,5500,A,5,2,60400,24
1,12000,C,3,0,60000,23
0,13000,B,4,0,38400,42
0,13000,B,3,0,75000,24
1,14000,D,2,0,53400,35
0,4000,C,2,0,39996,30
1,10175,C,3,0,158000,27
0,15000,A,0,0,43000,22
0,10000,A,20,1,62004,23
1,9000,D,2,0,30000,23
1,2750,B,4,1,112000,26
0,7500,D,1,2,33000,28
1,6600,D,17,0,58479,40
0,2500,C,2,0,33448,23
1,6000,B,7,2,31200,23
1,3200,F,0,0,54000,25
1,6000,D,5,0,39564,42
1,8000,A,19,0,38000,35
0,6350,A,2,1,61260,37
0,4000,A,0,1,30000,26
0,6000,B,0,0,61000,33
0,4350,B,0,0,50000,46
1,22000,F,5,1,202000,23
1,6400,C,0,2,40000,22
0,7200,B,3,0,29088,44
0,8400,E,23,0,36000,25
0,6000,C,5,0,50000,24
0,15000,A,5,0,65000,26
1,1500,D,0,0,57000,21
1,20000,D,8,0,97200,22
1,2400,D,23,1,31200,25
1,1200,E,2,0,34560,22
1,18000,E,2,0,49400,24
0,2500,B,5,0,45000,25
1,10500,A,1,0,55000,22
0,14000,A,5,0,62004,41
1,7750,D,4,1,40000,22
1,7000,C,1,0,33996,24
1,5000,D,3,0,24996,22
0,10000,A,10,1,45992,23
0,21700,B,4,0,57000,25
1,5000,B,2,0,30000,26
0,11000,A,5,0,70000,26
1,8000,D,6,0,42000,24
1,16000,B,4,1,42000,35
0,25000,B,10,2,78000,24
1,9500,A,3,0,55000,29
0,8000,B,2,0,13500,27
1,4000,C,4,2,25000,23
1,7500,B,0,2,35000,22
1,4000,D,4,0,43200,27
0,5000,A,9,0,46800,25
1,8000,C,6,0,36000,26
0,6000,A,2,0,65004,35
0,18000,C,0,0,51312,34
1,12000,B,1,1,33600,25
0,4000,B,3,0,63000,35
1,8000,A,2,1,36000,26
1,7750,B,7,1,41700,28
1,8875,B,0,0,21312,26
0,12375,B,5,1,50000,26
1,3800,D,4,0,21600,37
0,1500,B,4,0,24000,23
0,7600,A,41,1,70920,28
0,10000,B,20,1,100000,22
1,8500,A,5,0,75000,25
0,4000,C,0,0,50952,23
1,1850,B,1,2,48000,29
1,7500,C,15,0,48996,27
0,1800,B,1,0,75000,26
1,5875,A,19,1,22000,25
0,12000,B,8,1,67992,24
1,12250,C,4,0,24000,23
1,7500,B,2,0,42000,28
0,6700,D,2,0,42050,22
0,12000,A,5,1,36000,37
1,5550,C,0,0,22000,24
0,3000,C,1,0,25200,26
0,4000,B,7,0,38400,23
0,8400,C,8,0,90000,26
0,8000,D,2,1,65000,26
1,15350,B,3,0,54288,22
0,5000,B,0,0,47184,23
0,6000,B,4,0,66000,22
1,4000,C,18,1,120000,23
0,9200,B,6,2,32496,27
1,1925,C,6,0,78000,33
1,12000,C,4,1,69000,26
0,10000,B,5,0,51160,24
1,5000,D,3,0,120000,38
0,25000,C,0,1,232500,26
0,13000,D,4,0,94000,26
0,14000,C,1,1,116004,23
1,10000,E,9,0,22000,32
0,15000,B,33,1,40000,24
1,12000,B,4,0,42000,31
0,3000,E,12,0,38400,24
1,16000,C,55,1,45000,23
1,15000,C,5,1,57000,32
0,11800,B,4,0,35000,22
1,3000,C,3,0,36000,29
0,9250,A,0,0,24000,23
1,3000,A,22,0,19992,28
1,10000,A,16,0,38400,23
0,5100,B,14,1,58800,22
0,9500,C,11,0,54000,23
0,10000,A,2,0,65000,37
1,25000,D,5,0,190000,28
1,10000,A,0,1,86807,46
1,12000,C,8,1,70000,33
0,16000,A,2,1,100000,27
0,5000,B,3,0,30000,29
0,12000,A,0,0,70000,26
1,15000,A,3,1,98004,25
1,9250,B,0,2,19200,26
0,12000,C,0,0,60000,27
0,10800,D,2,0,79135,25
1,5000,D,23,0,51200,27
1,8875,B,5,1,35360,25
0,7600,A,2,0,33000,27
0,7000,A,15,2,47000,25
1,10000,B,1,1,50000,22
0,10000,A,5,0,80004,35
0,2500,C,0,1,38000,33
1,8500,C,2,0,18000,23
1,20000,B,2,0,60000,23
0,20000,D,7,1,125000,27
1,7200,A,13,1,34000,21
1,5000,C,1,0,50000,23
1,7750,B,0,1,23868,38
0,2000,D,4,0,9600,21
0,25000,B,13,1,75000,33
1,10000,D,30,0,34000,30
0,5375,C,1,0,26000,24
0,4000,C,1,0,30000,22
1,6000,B,17,0,87000,22
0,2000,B,2,1,40000,23
0,5000,A,2,2,40000,36
1,4000,B,8,0,54000,23
0,16000,B,9,1,55000,30
1,9500,B,5,1,52000,23
0,14000,B,6,0,80000,26
0,10000,D,9,1,72000,25
0,5000,A,1,1,144000,33
0,5000,D,3,0,45360,33
0,5000,A,1,0,15000,28
0,10200,A,23,1,125000,26
0,5200,E,2,0,30000,25
1,3000,A,19,0,35000,25
0,25000,C,1,0,52000,23
0,7000,A,1,1,79000,29
0,3050,A,6,1,60000,26
1,15000,B,0,0,63223.32,32
1,5000,E,0,0,54996,31
1,8000,A,10,2,42240,25
1,6000,B,2,0,24000,22
0,5000,B,4,1,65000,26
0,5000,D,12,0,60000,28
1,9000,A,0,1,33612,34
0,15000,D,2,1,96000,22
1,4000,A,7,0,47000,22
0,15000,E,1,0,36000,29
1,12000,C,7,2,87500,21
0,15000,A,11,0,33600,27
0,1000,B,5,0,36000,22
0,20000,A,8,2,60000,23
1,7200,F,0,1,88800,23
0,20000,C,9,0,106000,30
1,1200,B,1,2,30480,37
1,2500,D,0,0,10000,23
0,1000,D,2,0,16000,21
0,20000,D,27,1,121178,28
0,8400,D,7,1,60000,25
0,1000,A,2,0,40000,23
1,7000,C,0,0,32000,23
0,24000,B,2,1,65000,43
1,3975,D,10,0,27000,29
1,4500,A,5,0,60000,23
0,6000,A,0,1,60000,30
0,17475,B,2,0,40000,23
0,25000,B,11,1,150000,27
1,15000,D,1,0,36144,28
0,6000,C,2,0,19000,23
0,7050,C,2,0,25200,35
0,5600,B,11,2,75000,25
0,9000,A,34,1,96000,22
0,16800,E,3,1,60000,41
1,3000,D,0,0,29120,48
0,9000,B,0,2,28000,24
0,12000,A,0,0,45000,25
0,2000,B,5,0,40000,24
0,20000,E,1,0,160000,26
1,5000,B,1,0,34800,23
1,10000,B,3,1,60000,25
1,8500,C,1,0,52968,22
0,10000,C,1,0,140900,32
1,25000,D,2,1,75000,29
0,5000,B,3,0,45000,22
1,25000,B,2,1,72000,37
0,6000,A,2,1,62500,24
0,6000,C,4,0,72000,27
1,5000,A,12,1,50000,22
1,15000,B,4,0,84500,32
0,10200,A,2,1,106000,50
0,25000,D,7,0,60000,26
0,2400,B,8,0,28000,25
0,14000,C,1,0,45000,31
0,8000,A,6,0,65000,23
1,5000,D,2,0,36000,22
1,7500,B,2,0,36320,26
0,1500,C,7,0,27340,41
0,12000,B,3,0,35000,23
1,6300,C,3,0,12624,24
0,20000,B,7,0,77000,30
0,1775,A,3,1,55000,33
0,5000,D,11,2,120000,29
0,8000,B,0,0,22000,29
0,10800,C,0,0,57000,21
1,9000,B,6,1,141000,54
1,18000,B,15,1,62000,21
1,18000,A,11,1,80000,34
1,7500,D,1,0,45000,22
0,5000,B,4,0,75000,23
1,7500,B,14,0,30000,33
1,17000,B,8,0,59000,23
0,8000,B,0,1,65000,24
0,4000,D,13,0,60000,23
0,1400,B,0,0,10000,24
0,10000,A,22,0,45000,23
1,4000,D,5,0,35000,22
0,5000,A,10,1,33600,22
1,6000,B,3,1,100000,37
0,15350,A,14,1,80000,32
0,9000,B,0,2,63000,29
0,14000,B,8,0,34000,22
0,13450,D,4,0,35000,23
1,22000,B,5,1,45000,31
0,15000,B,2,1,58000,33
1,7000,D,0,0,41000,37
0,23500,C,4,0,64000,39
0,13600,A,7,1,115000,22
0,12250,C,0,0,31500,30
1,5000,E,3,0,50000,35
1,2500,A,2,0,51873,23
1,10000,B,15,1,93996,22
0,2000,A,27,1,42500,25
1,5000,A,26,1,88000,28
0,16800,C,2,0,60000,22
1,7000,D,5,0,23400,27
0,4000,B,4,0,13000,24
0,1200,D,0,1,24000,25
0,25000,B,5,0,225000,25
0,10500,A,19,1,70000,42
0,5000,A,2,1,98000,30
0,30000,B,2,1,129996,23
1,8300,A,5,2,50000,33
1,5000,B,7,1,64800,29
0,12400,B,4,1,80000,31
1,5800,A,11,0,32400,29
1,18000,C,0,2,66000,26
0,8000,C,24,1,75000,24
1,25000,F,9,1,148000,24
0,5500,B,7,1,54000,25
1,8000,E,5,0,120000,25
1,10000,C,11,1,78000,25
0,3050,A,13,1,30000,46
1,5600,C,6,1,35000,28
0,2800,B,12,2,27560,22
1,3500,B,3,0,45000,23
1,10000,B,0,1,200000,32
0,7000,A,1,0,55000,24
1,5200,B,7,0,60000,24
1,8500,B,4,0,26000,36
0,1600,A,0,0,28150,22
0,6000,C,10,2,82656,31
1,25000,D,4,1,112000,28
1,15000,C,2,0,49439,41
1,6000,C,13,0,65000,25
1,3000,B,6,2,50000,26
0,10000,A,26,1,85000,22
1,10000,C,7,0,84000,33
1,8525,D,1,1,90000,61
1,2800,B,7,1,95000,40
1,5450,C,24,0,43000,63
1,24000,E,8,1,119000,22
0,3500,C,0,0,37000,44
0,7400,D,2,1,71000,22
1,10000,A,17,0,55000,25
0,20000,C,1,1,82000,26
0,5800,A,5,1,75000,25
1,7200,D,14,1,30000,39
0,4000,C,1,0,125000,28
1,14000,B,0,2,50000,23
0,4800,A,5,1,20000,26
0,5000,C,19,1,90000,28
1,14000,B,15,1,100128,24
1,3600,C,3,2,48000,26
1,9000,C,0,0,98000,47
1,7200,C,2,2,35000,21
1,3000,E,4,0,30000,24
1,7500,A,4,0,50400,22
0,18000,A,7,0,60000,33
1,35000,B,10,1,487000,39
0,2500,A,11,1,24000,22
0,17500,E,6,1,92300,27
1,5000,B,3,2,36000,32
0,7000,A,3,0,64000,29
0,30000,E,1,0,54000,22
1,16000,C,0,1,120000,24
0,8000,D,7,1,70000,27
0,5000,C,4,1,108000,28
1,15000,C,3,1,135000,28
1,25000,B,14,1,70000,31
0,4000,B,7,1,50000,22
0,5000,C,3,0,35550,21
0,13000,F,0,0,50000,23
1,4800,B,1,0,15000,28
